family_jetz,species_jetz,cd1,family_ritland,genus_ritland,species_ritland
Acanthisittidae,Acanthisitta chloris,3.25,Xenicidae,Acanthisitta,chloris
Acanthisittidae,Xenicus gilviventris,3.75,Xenicidae,Xenicus,gilviventris
Acanthizidae,Acanthiza chrysorrhoa,3.4,Muscicapidae,Acanthiza,chrysorrhoa
Acanthizidae,Acanthiza pusilla,4,Muscicapidae,Acanthiza,pusilla
Acanthizidae,Aphelocephala nigricincta,3.7,Muscicapidae,Aphelocephala,nigricincta
Acanthizidae,Calamanthus fuliginosus,4.1,Muscicapidae,Calamanthus,fuliginosus
Acanthizidae,Chthonicola sagittatus,3.3,Muscicapidae,Chthonicola,sagittata
Acanthizidae,Crateroscelis murina,4.2,Muscicapidae,Crateroscelis,murina
Acanthizidae,Gerygone flavolateralis,3.5,Muscicapidae,Gerygone,flavolateralis
Acanthizidae,Gerygone fusca,3.2,Muscicapidae,Gerygone,fusca
Acanthizidae,Gerygone tenebrosa,3.4,Muscicapidae,Gerygone,tenebrosa
Acanthizidae,Hylacola cauta,4.1,Muscicapidae,Hylacola,cauta
Acanthizidae,Oreoscopus gutturalis,4.2,Muscicapidae,Oreoscopus,gutturalis
Acanthizidae,Origma solitaria,4.1,Muscicapidae,Origma,solitaria
Acanthizidae,Pycnoptilus floccosus,4.4,Muscicapidae,Pycnoptilus,floccosus
Acanthizidae,Pyrrholaemus brunneus,3.5,Muscicapidae,Pyrrholaemus,brunneus
Acanthizidae,Sericornis nouhuysi,4.3,Muscicapidae,Sericornis,nouhuysi
Acanthizidae,Sericornis papuensis,3.8,Muscicapidae,Sericornis,papuensis
Acanthizidae,Sericornis spilodera,4.4,Muscicapidae,Sericornis,spilodera
Acanthizidae,Smicrornis brevirostris,3,Muscicapidae,Smicrornis,brevirostris
Accipitridae,Accipiter badius,9,Accipitridae,Accipiter,badius
Accipitridae,Accipiter butleri,7.3,Accipitridae,Accipiter,putleri
Accipitridae,Accipiter cooperii,10.5,Accipitridae,Accipiter,cooperii
Accipitridae,Accipiter fasciatus,10.5,Accipitridae,Accipiter,fasciatus
Accipitridae,Accipiter francesiae,8.7,Accipitridae,Accipiter,francesii
Accipitridae,Accipiter gentilis,11.9,Accipitridae,Accipiter,gentilis
Accipitridae,Accipiter gularis,7.9,Accipitridae,Accipiter,gularis
Accipitridae,Accipiter madagascariensis,9.8,Accipitridae,Accipiter,madagascariensi
Accipitridae,Accipiter melanoleucus,10.8,Accipitridae,Accipiter,melanoleucus
Accipitridae,Accipiter minullus,6.9,Accipitridae,Accipiter,minullus
Accipitridae,Accipiter nisus,4.633333333333334,Accipitridae,Accipiter,bisas
Accipitridae,Accipiter novaehollandiae,10.8,Accipitridae,Accipiter,novaehollandie
Accipitridae,Accipiter soloensis,7.1,Accipitridae,Accipiter,soloensis
Accipitridae,Accipiter striatus,7.45,Accipitridae,Accipiter,striatus
Accipitridae,Accipiter tachiro,9.5,Accipitridae,Accipiter,taceiro
Accipitridae,Accipiter trivirgatus,11.8,Accipitridae,Accipiter,trivirgatus
Accipitridae,Accipiter virgatus,11.1,Accipitridae,Accipiter,virgatus
Accipitridae,Aquila audax,15,Accipitridae,Aquila,audax
Accipitridae,Aquila chrysaetos,15.633333333333333,Accipitridae,Aquila,chrysaetos
Accipitridae,Aquila pomarina,12.4,Accipitridae,Aquila,pomarina
Accipitridae,Aquila rapax,14.5,Accipitridae,Aquila,rapax
Accipitridae,Aviceda leuphotes,10.7,Accipitridae,Aviceda,leuphotes
Accipitridae,Aviceda subcristata,11.8,Accipitridae,Aviceda,subcristata
Accipitridae,Busarellus nigricollis,12.5,Accipitridae,Busarelius,nigricollis
Accipitridae,Butastur indicus,10.35,Accipitridae,Butastur,indicus
Accipitridae,Butastur rufipennis,10.1,Accipitridae,Butastur,rufipennis
Accipitridae,Butastur teesa,10.8,Accipitridae,Butastur,teesa
Accipitridae,Buteo buteo,12.2,Accipitridae,Buteo,buteo
Accipitridae,Buteo galapagoensis,11.3,Accipitridae,Buteo,galapagoensis
Accipitridae,Buteo jamaicensis,13.149999999999999,Accipitridae,Buteo,jamaicensis
Accipitridae,Buteo lagopus,14.5,Accipitridae,Buteo,lagopus
Accipitridae,Buteo lineatus,13.25,Accipitridae,Buteo,lineatus
Accipitridae,Buteo magnirostris,10.333333333333334,Accipitridae,Buteo,magnirostris
Accipitridae,Buteo nitidus,12,Accipitridae,Buteo,nitidus
Accipitridae,Buteo platypterus,10.5,Accipitridae,Buteo,platypterus
Accipitridae,Buteo ridgwayi,10.8,Accipitridae,Buteo,ridgwayi
Accipitridae,Buteo rufofuscus,11.3,Accipitridae,Buteo,rufofuscus
Accipitridae,Buteo swainsoni,10.6,Accipitridae,Buteo,swainsonii
Accipitridae,Buteogallus anthracinus,12,Accipitridae,Buteogallus,antaracinus
Accipitridae,Buteogallus meridionalis,12.6,Accipitridae,Heterospizias,meridionalis
Accipitridae,Buteogallus urubitinga,13.7,Accipitridae,Buteogallus,urubitinga
Accipitridae,Chelictinia riocourii,7.3,Accipitridae,Chelictinia,riocourii
Accipitridae,Chondrohierax uncinatus,10.8,Accipitridae,Chondroierax,uncinatus
Accipitridae,Circaetus gallicus,15.3,Accipitridae,Circaetus,gallicus
Accipitridae,Circus approximans,10.7,Accipitridae,Circus,approximans
Accipitridae,Circus cinereus,8.5,Accipitridae,Circus,cinereus
Accipitridae,Circus cyaneus,9.6,Accipitridae,Circus,cyaneus
Accipitridae,Circus macrourus,9.4,Accipitridae,Circus,macrourus
Accipitridae,Elanoides forficatus,10.4,Accipitridae,Elanoides,forficatus
Accipitridae,Elanus axillaris,10.6,Accipitridae,Elanus,notatus
Accipitridae,Elanus caeruleus,10.1,Accipitridae,Elanus,caeruleus
Accipitridae,Elanus leucurus,10.6,Accipitridae,Elanus,leucurus
Accipitridae,Gypaetus barbatus,14.8,Accipitridae,Gypaetus,barbatus
Accipitridae,Gypohierax angolensis,11.5,Accipitridae,Gypohierax,angolensis
Accipitridae,Gyps africanus,11,Accipitridae,Gyps,africanus
Accipitridae,Gyps bengalensis,10.8,Accipitridae,Gyps,bengalnsis
Accipitridae,Haliaeetus leucocephalus,16.15,Accipitridae,Haliaeetus,leucocephalus
Accipitridae,Haliaeetus vocifer,11.5,Accipitridae,Haliaeetus,vocifer
Accipitridae,Haliastur indus,10.2,Accipitridae,Milvus,indus
Accipitridae,Haliastur sphenurus,9.2,Accipitridae,Milvus,sphenurus
Accipitridae,Harpagus bidentatus,9.95,Accipitridae,Harpagus,eidentatus
Accipitridae,Harpia harpyja,16.2,Accipitridae,Harpia,harpyja
Accipitridae,Henicopernis longicauda,12.2,Accipitridae,Henicopernis,longicauda
Accipitridae,Hieraaetus morphnoides,12.5,Accipitridae,Hieraaetus,eorphnoides
Accipitridae,Hieraaetus pennatus,11.8,Accipitridae,Hieraaetus,pennatus
Accipitridae,Ictinia mississippiensis,9.8,Accipitridae,Ictinia,plumbea
Accipitridae,Kaupifalco monogrammicus,10.2,Accipitridae,Kaupifalco,monogrammicus
Accipitridae,Leucopternis melanops,10.6,Accipitridae,Leucopternis,melanops
Accipitridae,Macheiramphus alcinus,15.933333333333334,Accipitridae,Machaerhamphus,alcinus
Accipitridae,Melierax gabar,7.8,Accipitridae,Melierax,gabar
Accipitridae,Melierax metabates,11.7,Accipitridae,Melierax,metabates
Accipitridae,Milvus migrans,10.9,Accipitridae,Milvus,nigrans
Accipitridae,Milvus milvus,10.5,Accipitridae,Milvus,milvus
Accipitridae,Necrosyrtes monachus,11.2,Accipitridae,Necrosyrtes,monachus
Accipitridae,Neophron percnopterus,10.35,Accipitridae,Neophron,peronopterus
Accipitridae,Nisaetus cirrhatus,15,Accipitridae,Spizarius,cirrhatus
Accipitridae,Nisaetus philippensis,13.8,Accipitridae,Spizarius,philippensis
Accipitridae,Pandion haliaetus,11.95,Pandionidae,Pandion,haliaeius
Accipitridae,Pernis apivorus,11.3,Accipitridae,Pernis,apivorus
Accipitridae,Pithecophaga jefferyi,14.200000000000001,Accipitridae,Pethecophaga,jefferyi
Accipitridae,Polyboroides typus,9.1,Accipitridae,Polyboroides,Yypus
Accipitridae,Rostrhamus sociabilis,9.3,Accipitridae,Rostrhamus,sociabilis
Accipitridae,Sagittarius serpentarius,15.533333333333333,Sagittariidae,Sagittarius,serpentarius
Accipitridae,Sarcogyps calvus,13.1,Accipitridae,Sarcoyps,calvus
Accipitridae,Spilornis cheela,14.5,Accipitridae,Spilornis,cheela
Accipitridae,Spilornis rufipectus,13.3,Accipitridae,Spilornis,rufipectus
Accipitridae,Spizaetus ornatus,13.8,Accipitridae,Spizarius,cenatus
Accipitridae,Stephanoaetus coronatus,14.1,Accipitridae,Stephanoaetus,coronatus
Accipitridae,Terathopius ecaudatus,16.5,Accipitridae,Terathopius,ecaudatus
Aegithalidae,Aegithalos caudatus,3.15,Muscicapidae,Aegithalos,caudatus
Aegithalidae,Aegithalos concinnus,2.8,Muscicapidae,Aegithalos,concinnus
Aegithalidae,Psaltriparus minimus,3.6333333333333333,Muscicapidae,Psaltriparus,minimus
Aegithinidae,Aegithina lafresnayei,4.3,Irenidae,Aegithina,lafresnayei
Aegithinidae,Aegithina tiphia,3.9,Irenidae,Aegithina,tiphia
Aegithinidae,Aegithina viridissima,3.8,Irenidae,Aegithina,viridissima
Aegothelidae,Aegotheles albertisi,8.7,Aegothelidae,Aegotheles,albertisii
Aegothelidae,Aegotheles archboldi,8.3,Aegothelidae,Aegotheles,archboldi
Aegothelidae,Aegotheles cristatus,9,Aegothelidae,Aegotheles,cristatus
Aegothelidae,Aegotheles insignis,9.4,Aegothelidae,Aegotheles,insignis
Alaudidae,Alaemon alaudipes,4.9,Alaudidae,Alaemon,alaudipes
Alaudidae,Alauda arvensis,4.1,Alaudidae,Alauda,gulgula
Alaudidae,Ammomanes deserti,4.5,Alaudidae,Ammomanes,deserti
Alaudidae,Calandrella cinerea,4.2,Alaudidae,Calandrella,cinerea
Alaudidae,Calandrella rufescens,3.8,Alaudidae,Calandrella,rufescens
Alaudidae,Chersomanes albofasciata,4.7,Alaudidae,Certhilauda,albofasciata
Alaudidae,Chersophilus duponti,4.7,Alaudidae,Chersophilus,duponti
Alaudidae,Eremalauda dunni,4.2,Alaudidae,Ammomanes,dunni
Alaudidae,Eremophila alpestris,3.85,Alaudidae,Eremophila,alpestris
Alaudidae,Eremophila bilopha,4.1,Alaudidae,Eremophila,bilopha
Alaudidae,Eremopterix nigriceps,3.9,Alaudidae,Eremopterix,nigriceps
Alaudidae,Eremopterix signatus,3.4,Alaudidae,Eremopterix,signata
Alaudidae,Galerida cristata,4.133333333333334,Alaudidae,Galerida,cristata
Alaudidae,Lullula arborea,4.4,Alaudidae,Lullula,arborea
Alaudidae,Melanocorypha yeltoniensis,5.5,Alaudidae,Melanocorypha,yeltoniensis
Alaudidae,Mirafra africana,4.8,Alaudidae,Mirafra,africana
Alaudidae,Mirafra javanica,3.9,Alaudidae,Mirafra,javanica
Alaudidae,Mirafra poecilosterna,3.9,Alaudidae,Mirafra,poecilosterna
Alaudidae,Mirafra sabota,4.2,Alaudidae,Mirafra,sabota
Alaudidae,Rhamphocoris clotbey,4.8,Alaudidae,Ramphocoris,clotbey
Alcedinidae,Actenoides concretus,8.8,Alcedinidae,Halcyon,concreta
Alcedinidae,Actenoides lindsayi,8.1,Alcedinidae,Halcyon,lindsayi
Alcedinidae,Alcedo atthis,5.55,Alcedinidae,Alcedo,atthis
Alcedinidae,Alcedo azurea,6,Alcedinidae,Ceyx,azureus
Alcedinidae,Alcedo coerulescens,4.4,Alcedinidae,Alcedo,coerulescens
Alcedinidae,Alcedo cristata,4.1,Alcedinidae,Alcedo,cristata
Alcedinidae,Alcedo cyanopectus,5.5,Alcedinidae,Ceyx,cyanopectus
Alcedinidae,Alcedo euryzona,7.45,Alcedinidae,Alcedo,euryzona
Alcedinidae,Alcedo leucogaster,5.300000000000001,Alcedinidae,Alcedo,leucogaster
Alcedinidae,Alcedo meninting,4.8,Alcedinidae,Alcedo,meninting
Alcedinidae,Alcedo quadribrachys,5.5,Alcedinidae,Alcedo,quadribrachys
Alcedinidae,Ceryle rudis,7,Alcedinidae,Ceryle,rudis
Alcedinidae,Ceyx erithaca,5,Alcedinidae,Ceyx,erithacus
Alcedinidae,Ceyx lepidus,5,Alcedinidae,Ceyx,lepidus
Alcedinidae,Ceyx madagascariensis,5.9,Alcedinidae,Ispidina,madagascariensis
Alcedinidae,Ceyx pictus,4.5,Alcedinidae,Ispidina,picta
Alcedinidae,Ceyx rufidorsa,5.2,Alcedinidae,Ceyx,rufidorsum
Alcedinidae,Chloroceryle aenea,4.8,Alcedinidae,Chloroceryle,aenea
Alcedinidae,Chloroceryle amazona,8.3,Alcedinidae,Chloroceryle,amazona
Alcedinidae,Chloroceryle americana,6.1,Alcedinidae,Chloroceryle,americana
Alcedinidae,Chloroceryle inda,6.9,Alcedinidae,Chloroceryle,inda
Alcedinidae,Clytoceyx rex,12.2,Alcedinidae,Clytoceyx,rex
Alcedinidae,Dacelo gaudichaud,10.1,Alcedinidae,Dacelo,gaudichaud
Alcedinidae,Dacelo leachii,11.8,Alcedinidae,Dacelo,leachii
Alcedinidae,Dacelo novaeguineae,11.2,Alcedinidae,Dacelo,novaeguineae
Alcedinidae,Halcyon albiventris,6.9,Alcedinidae,Halcyon,albiventris
Alcedinidae,Halcyon badia,7.6,Alcedinidae,Halcyon,badia
Alcedinidae,Halcyon chelicuti,6,Alcedinidae,Halcyon,chelicuti
Alcedinidae,Halcyon coromanda,8,Alcedinidae,Halcyon,coromanda
Alcedinidae,Halcyon cyanoventris,6.9,Alcedinidae,Halcyon,cyanoventris
Alcedinidae,Halcyon leucocephala,6.2,Alcedinidae,Halcyon,leucocephala
Alcedinidae,Halcyon malimbica,6.449999999999999,Alcedinidae,Halcyon,malimbica
Alcedinidae,Halcyon pileata,8.3,Alcedinidae,Halcyon,pileata
Alcedinidae,Halcyon senegalensis,7.1,Alcedinidae,Halcyon,senegalensis
Alcedinidae,Halcyon smyrnensis,7.1,Alcedinidae,Halcyon,smyrnensis
Alcedinidae,Lacedo pulchella,7.5,Alcedinidae,Lacedo,pulchella
Alcedinidae,Megaceryle alcyon,8.125,Alcedinidae,Ceryle,alcyon
Alcedinidae,Megaceryle maxima,10.3,Alcedinidae,Ceryle,maxima
Alcedinidae,Megaceryle torquata,10.2,Alcedinidae,Ceryle,torquata
Alcedinidae,Melidora macrorrhina,8.75,Alcedinidae,Melidora,macrorhina
Alcedinidae,Pelargopsis capensis,9.3,Alcedinidae,Pelargopsis,capensis
Alcedinidae,Syma megarhyncha,7.3,Alcedinidae,Halcyon,megarhyncha
Alcedinidae,Syma torotoro,5.8,Alcedinidae,Halcyon,torotoro
Alcedinidae,Tanysiptera galatea,6.6,Alcedinidae,Tanysiptera,galatea
Alcedinidae,Tanysiptera sylvia,7.7,Alcedinidae,Tanysiptera,sylvia
Alcedinidae,Todiramphus albonotatus,6.1,Alcedinidae,Halcyon,albonotata
Alcedinidae,Todiramphus chloris,8,Alcedinidae,Halcyon,chloris
Alcedinidae,Todiramphus cinnamominus,7.3,Alcedinidae,Halcyon,cinnamomina
Alcedinidae,Todiramphus diops,6.3,Alcedinidae,Halcyon,diops
Alcedinidae,Todiramphus farquhari,5.8,Alcedinidae,Halcyon,farquhari
Alcedinidae,Todiramphus leucopygius,5.4,Alcedinidae,Halcyon,leucopygia
Alcedinidae,Todiramphus macleayii,6,Alcedinidae,Halcyon,macleayii
Alcedinidae,Todiramphus pyrrhopygius,5.75,Alcedinidae,Halcyon,pyrrhopygia
Alcedinidae,Todiramphus recurvirostris,6,Alcedinidae,Halcyon,recurvirostris
Alcedinidae,Todiramphus sanctus,5.8,Alcedinidae,Halcyon,sancta
Alcedinidae,Todiramphus saurophaga,7.1,Alcedinidae,Halcyon,saurophaga
Alcidae,Aethia cristatella,5.5,Alcidae,Aethia,cristatella
Alcidae,Aethia psittacula,5.6,Alcidae,Cyclorrhychus,psittacula
Alcidae,Aethia pusilla,5.2,Alcidae,Aethia,pusilla
Alcidae,Alca torda,7.6,Alcidae,Alca,torda
Alcidae,Alle alle,6.1,Alcidae,Alle,alle
Alcidae,Brachyramphus marmoratus,7.8,Alcidae,Brachyramphus,marmopaius
Alcidae,Cepphus columba,6.8,Alcidae,Cepphus,columba
Alcidae,Cepphus grylle,8,Alcidae,Cepphus,grylle
Alcidae,Cerorhinca monocerata,6.8,Alcidae,Cerorhinca,morocerata
Alcidae,Fratercula cirrhata,5.8,Alcidae,Lunda,cirrhata
Alcidae,Fratercula corniculata,6.6,Alcidae,Fratercula,corniculata
Alcidae,Ptychoramphus aleuticus,5.2,Alcidae,Ptchoramphus,aleuticus
Alcidae,Synthliboramphus antiquus,6,Alcidae,Synthlihoraphus,antiquus
Alcidae,Synthliboramphus wumizusume,6.5,Alcidae,Synthlihoraphus,mumizusame
Alcidae,Uria aalge,8.2,Alcidae,Uria,aalge
Alcidae,Uria lomvia,8.2,Alcidae,Uria,lomvia
Anatidae,Aix galericulata,9,Anatidae,Aix,galericulata
Anatidae,Aix sponsa,5.466666666666667,Anatidae,Aix,sponsa
Anatidae,Alopochen aegyptiaca,11.4,Anatidae,Aloeochen,aegyptiacus
Anatidae,Anas crecca,7.1,Anatidae,Amas,crecca
Anatidae,Anas discors,5.5,Anatidae,Amas,discors
Anatidae,Anas platyrhynchos,7.7,Anatidae,Amas,platyrhynchus
Anatidae,Anas sparsa,8.1,Anatidae,Amas,sparsa
Anatidae,Anas strepera,8.8,Anatidae,Amas,strepera
Anatidae,Anser albifrons,8.6,Anatidae,Ansera,albifrons
Anatidae,Aythya americana,7.6,Anatidae,Aythya,americana
Anatidae,Aythya innotata,7.7,Anatidae,Aythya,innotata
Anatidae,Aythya marila,8,Anatidae,Aythya,marila
Anatidae,Aythya valisineria,8.1,Anatidae,Aythya,valisineria
Anatidae,Biziura lobata,8.9,Anatidae,Biziura,lorata
Anatidae,Branta bernicla,8.1,Anatidae,Branta,bernicla
Anatidae,Branta canadensis,8.8,Anatidae,Branta,canadensis
Anatidae,Branta ruficollis,7.8,Anatidae,Branta,ruficollis
Anatidae,Bucephala albeola,8.4,Anatidae,Bucephala,albeola
Anatidae,Bucephala clangula,7.4,Anatidae,Bucephala,clangula
Anatidae,Cairina moschata,10.3,Anatidae,Cairina,moschata
Anatidae,Cereopsis novaehollandiae,10.8,Anatidae,Cereopsis,novaehollandiae
Anatidae,Chenonetta jubata,9.1,Anatidae,Chenonetta,jubata
Anatidae,Chloephaga hybrida,9.8,Anatidae,Chloephaga,hybrida
Anatidae,Chloephaga melanoptera,10.7,Anatidae,Chloephaga,malanoptera
Anatidae,Clangula hyemalis,8.2,Anatidae,Clangula,hyemalis
Anatidae,Coscoroba coscoroba,8.8,Anatidae,Coscoroba,coscoroba
Anatidae,Cyanochen cyanoptera,8.5,Anatidae,Cyanochen,cyanopterus
Anatidae,Cygnus atratus,10.8,Anatidae,Cygnus,atratus
Anatidae,Cygnus cygnus,11.100000000000001,Anatidae,Cygnus,cygnus
Anatidae,Cygnus olor,11,Anatidae,Cygnus,olor
Anatidae,Dendrocygna autumnalis,8.3,Anatidae,Dendrocygna,autumnalis
Anatidae,Dendrocygna bicolor,8.2,Anatidae,Dendrocygna,bicolor
Anatidae,Dendrocygna eytoni,9.1,Anatidae,Dendrocygna,eytoni
Anatidae,Dendrocygna guttata,9.7,Anatidae,Dendrocygna,guttata
Anatidae,Dendrocygna javanica,8.3,Anatidae,Dendrocygna,javanica
Anatidae,Dendrocygna viduata,8,Anatidae,Dendrocygna,viduaia
Anatidae,Heteronetta atricapilla,7.2,Anatidae,Heteronetta,atricapilla
Anatidae,Histrionicus histrionicus,7.1,Anatidae,Histrionicus,histrionicus
Anatidae,Hymenolaimus malacorhynchos,6.6,Anatidae,Hymenolaimus,malacorhynchus
Anatidae,Lophodytes cucullatus,7.9,Anatidae,Mergus,cucullatus
Anatidae,Malacorhynchus membranaceus,7.7,Anatidae,Malacorhynchus,membranaceus
Anatidae,Marmaronetta angustirostris,8,Anatidae,Marmaronetta,angustirostris
Anatidae,Melanitta nigra,7.4,Anatidae,Nelanitia,nigra
Anatidae,Merganetta armata,6.1,Anatidae,Merganetta,armata
Anatidae,Mergus merganser,9,Anatidae,Mergus,merganser
Anatidae,Neochen jubata,9.6,Anatidae,Neochen,jubatus
Anatidae,Netta peposaca,8.8,Anatidae,Netta,peposaca
Anatidae,Nettapus coromandelianus,7,Anatidae,Nettapus,coronandelianus
Anatidae,Nettapus pulchellus,7.1,Anatidae,Nettapus,pulchellus
Anatidae,Nomonyx dominicus,7.5,Anatidae,Oxyura,dominica
Anatidae,Oxyura jamaicensis,5,Anatidae,Oxyura,jamaicensis
Anatidae,Oxyura leucocephala,7.3,Anatidae,Oxyura,leucocephala
Anatidae,Oxyura maccoa,7.4,Anatidae,Oxyura,maccoa
Anatidae,Plectropterus gambensis,7.800000000000001,Anatidae,Plectropterus,gamiensis
Anatidae,Polysticta stelleri,7.1,Anatidae,Polysticta,stelleri
Anatidae,Sarkidiornis melanotos,9.7,Anatidae,Sarkidionis,melanotos
Anatidae,Somateria fischeri,7.8,Anatidae,Somaterin,fischeri
Anatidae,Stictonetta naevosa,8.2,Anatidae,Spictometta,naevosa
Anatidae,Tachyeres patachonicus,9.5,Anatidae,Tachyeres,pataachonicus
Anatidae,Tachyeres pteneres,10.6,Anatidae,Tachyeres,ptendres
Anatidae,Tadorna cana,8,Anatidae,Tadorna,cana
Anatidae,Tadorna radjah,8.45,Anatidae,Tadorna,raduah
Anatidae,Thalassornis leuconotus,8.5,Anatidae,Thalassornis,leuconotos
Anhimidae,Anhima cornuta,9.45,Anhimidae,Anhima,cornuta
Anhimidae,Chauna torquata,10.825,Anhimidae,Chauna,torquata
Anhingidae,Anhinga anhinga,6.866666666666666,Anhingidae,Anhinga,anhinga
Anhingidae,Anhinga novaehollandiae,6.7,Anhingidae,Anhinga,rufa
Anseranatidae,Anseranas semipalmata,9.55,Anatidae,Anseranas,semipalmata
Apodidae,Aeronautes andecolus,4.5,Apodidae,Aeronautes,andecolus
Apodidae,Aeronautes saxatalis,4.8,Apodidae,Aeronautes,saxatilis
Apodidae,Apus affinis,3.3333333333333335,Apodidae,Apus,affinis
Apodidae,Apus apus,5,Apodidae,Apus,apus
Apodidae,Apus caffer,5.3,Apodidae,Apus,caffer
Apodidae,Apus niansae,5.3,Apodidae,Apus,niansae
Apodidae,Apus pacificus,5.8,Apodidae,Apus,pacificus
Apodidae,Apus pallidus,5.6,Apodidae,Apus,pallidus
Apodidae,Chaetura brachyura,5.2,Apodidae,Chaetura,brachyura
Apodidae,Chaetura martinica,4.7,Apodidae,Chaetura,martinica
Apodidae,Chaetura pelagica,4.6,Apodidae,Chaetura,pelagica
Apodidae,Chaetura vauxi,5.050000000000001,Apodidae,Chaetura,vauxi
Apodidae,Chaetura meridionalis,5.050000000000001,Apodidae,Chaetura,andrei
Apodidae,Collocalia brevirostris,5,Apodidae,Collocalia,brevirostris
Apodidae,Collocalia esculenta,2.44,Apodidae,Collocalia,esculenta
Apodidae,Collocalia francica,4.8,Apodidae,Collocalia,francica
Apodidae,Collocalia fuciphaga,4.4,Apodidae,Collocalia,fuciphaga
Apodidae,Collocalia hirundinacea,4.1,Apodidae,Collocalia,hirundinacea
Apodidae,Collocalia maxima,6.1,Apodidae,Collocalia,maxima
Apodidae,Collocalia spodiopygia,4.5,Apodidae,Collocalia,spodopygia
Apodidae,Collocalia troglodytes,3.9,Apodidae,Collocalia,troglodytes
Apodidae,Collocalia vanikorensis,5.3,Apodidae,Collocalia,vanikorensis
Apodidae,Collocalia whiteheadi,4.8,Apodidae,Collocalia,whiteheadi
Apodidae,Cypseloides niger,6.7,Apodidae,Nephoecetes,niger
Apodidae,Cypseloides senex,6.05,Apodidae,Aerornis,senex
Apodidae,Cypsiurus parvus,4.3,Apodidae,Cypsiurus,parvus
Apodidae,Hirundapus caudacutus,6.2,Apodidae,Hirundapus,caudacuta
Apodidae,Hirundapus giganteus,7.2,Apodidae,Hirundapus,gigantea
Apodidae,Mearnsia novaeguineae,5.3,Apodidae,Mearnsia,novaeguineae
Apodidae,Panyptila cayennensis,4.6,Apodidae,Panyptila,cayennensis
Apodidae,Rhaphidura leucopygialis,4.8,Apodidae,Raphidura,leucopygialis
Apodidae,Rhaphidura sabini,4.5,Apodidae,Raphidura,sabini
Apodidae,Streptoprocne rutila,5,Apodidae,Cypseloides,rutilus
Apodidae,Streptoprocne semicollaris,7.6,Apodidae,Streptoprocne,semicollaris
Apodidae,Streptoprocne zonaris,7.05,Apodidae,Streptoprocne,zonaris
Apodidae,Tachornis phoenicobia,3.9,Apodidae,Tachornis,phoenicobia
Apodidae,Tachornis squamata,4.8,Apodidae,Tachornis,squamata
Apodidae,Tachymarptis aequatorialis,5.6,Apodidae,Apus,aequatorialis
Apodidae,Tachymarptis melba,6.8,Apodidae,Apus,melba
Apodidae,Telacanthura ussheri,5.8,Apodidae,Telacanthura,ussheri
Apodidae,Zoonavena grandidieri,4.3,Apodidae,Zoonavena,grandidieri
Apterygidae,Apteryx australis,4.575,Apterygidae,Apteryx,australis
Apterygidae,Apteryx owenii,5.3,Apterygidae,Apteryx,owenii
Aramidae,Aramus guarauna,9.100000000000001,Aramidae,Aramus,guaeauna
Ardeidae,Ardea cinerea,11.9,Ardeidae,Ardea,cinerea
Ardeidae,Ardea herodias,13.15,Ardeidae,Ardea,herodias
Ardeidae,Ardea melanocephala,11.1,Ardeidae,Ardea,melanocephala
Ardeidae,Ardea picata,7.3,Ardeidae,Hydranassa,picta
Ardeidae,Ardeola ralloides,7.2,Ardeidae,Ardeola,ralloides
Ardeidae,Ardeola speciosa,7,Ardeidae,Ardeola,speciosa
Ardeidae,Botaurus lentiginosus,7.183333333333334,Ardeidae,Boiaurus,lentiginosus
Ardeidae,Botaurus poiciloptilus,11.6,Ardeidae,Boiaurus,poiciloptilus
Ardeidae,Botaurus stellaris,8.8,Ardeidae,Boiaurus,stellaris
Ardeidae,Bubulcus ibis,7.4,Ardeidae,Ardeola,ibis
Ardeidae,Butorides striata,7.15,Ardeidae,Butorides,striatus
Ardeidae,Butorides virescens,6.633333333333333,Ardeidae,Butorides,virescens
Ardeidae,Cochlearius cochlearius,15.266666666666667,Ardeidae,Cochlearius,cochlearius
Ardeidae,Egretta caerulea,8.7,Ardeidae,Hydranassa,caepulea
Ardeidae,Egretta garzetta,8.2,Ardeidae,Egretta,garzetta
Ardeidae,Egretta novaehollandiae,9,Ardeidae,Ardea,novaehollandiae
Ardeidae,Egretta sacra,8.5,Ardeidae,Egretta,sacea
Ardeidae,Ixobrychus cinnamomeus,6.4,Ardeidae,Ixobrychus,cinnamomeus
Ardeidae,Ixobrychus exilis,5.366666666666666,Ardeidae,Ixobrychus,exilis
Ardeidae,Ixobrychus flavicollis,8.1,Ardeidae,Ixobrychus,flavicollis
Ardeidae,Ixobrychus minutus,5.9,Ardeidae,Ixobrychus,minutus
Ardeidae,Ixobrychus sinensis,4.8,Ardeidae,Ixobrychus,sinensis
Ardeidae,Mesophoyx intermedia,8.5,Ardeidae,Egretta,intermedia
Ardeidae,Nyctanassa violacea,13.75,Ardeidae,Nycticorax,violaceus
Ardeidae,Nycticorax caledonicus,12.5,Ardeidae,Nycticorax,caledonicus
Ardeidae,Nycticorax nycticorax,15,Ardeidae,Nycticorax,nycticorax
Ardeidae,Pilherodius pileatus,9.1,Ardeidae,Nycticorax,pileatus
Ardeidae,Syrigma sibilatrix,9,Ardeidae,Syrigna,sibilator
Ardeidae,Tigrisoma lineatum,10.75,Ardeidae,Tigrisoma,lineatum
