family_jetz,species_jetz,cd1,family_ritland,genus_ritland,species_ritland
Emberizidae,Pipilo erythrophthalmus,4.8,Emberizidae,Pipilo,erythrophthalmu
Emberizidae,Pipilo fuscus,5.1,Emberizidae,Pipilo,fuscus
Emberizidae,Pipilo ocai,5,Emberizidae,Pipilo,ocai
Emberizidae,Platyspiza crassirostris,4,Emberizidae,Camarhynchus,crassirostris
Emberizidae,Plectrophenax nivalis,4,Emberizidae,Plectrophenax,nivalis
Emberizidae,Poospiza nigrorufa,3.8,Emberizidae,Poopsiza,nigrorufa
Emberizidae,Poospiza ornata,3.3,Emberizidae,Poopsiza,ornata
Emberizidae,Pselliophorus tibialis,4.6,Emberizidae,Pselliophorus,tibialis
Emberizidae,Rhodospingus cruentus,3.2,Emberizidae,Phodospingus,cruentus
Emberizidae,Rowettia goughensis,4.1,Emberizidae,Rowettia,goughensis
Emberizidae,Sicalis auriventris,3.6,Emberizidae,Sicalis,auriventris
Emberizidae,Sicalis columbiana,3.2,Emberizidae,Sicalis,columbiana
Emberizidae,Sicalis flaveola,3.9,Emberizidae,Sicalis,flaveola
Emberizidae,Sicalis uropygialis,3.3,Emberizidae,Sicalis,uropygialis
Emberizidae,Spizella arborea,3.5,Emberizidae,Spizella,arborea
Emberizidae,Spizella pallida,3.1,Emberizidae,Spizella,pallida
Emberizidae,Spizella passerina,3.2,Emberizidae,Spizella,passerina
Emberizidae,Sporophila caerulescens,2.9,Emberizidae,Sporophila,caerulescens
Emberizidae,Sporophila intermedia,3.2,Emberizidae,Sporophila,intermedia
Emberizidae,Sporophila lineola,3.1,Emberizidae,Sporophila,lineola
Emberizidae,Sporophila minuta,2.8,Emberizidae,Sporophila,minuta
Emberizidae,Sporophila torqueola,3.1,Emberizidae,Sporophila,torqueola
Emberizidae,Tiaris canorus,2.6,Emberizidae,Pearis,canora
Emberizidae,Tiaris olivaceus,3.2,Emberizidae,Pearis,olivacea
Emberizidae,Volatinia jacarina,3.3,Emberizidae,Volatinia,jacarina
Emberizidae,Xenospingus concolor,4,Emberizidae,Xehospingus,concolor
Emberizidae,Zonotrichia albicollis,4.1,Emberizidae,Zonotrichia,albicollis
Emberizidae,Zonotrichia capensis,4.1,Emberizidae,Zonotrichia,capensis
Emberizidae,Zonotrichia leucophrys,3.15,Emberizidae,Zonotrichia,leucophrys
Estrildidae,Amadina fasciata,3.1,Estrildidae,Amadina,fasciata
Estrildidae,Amandava amandava,2.8,Estrildidae,Amandava,amandava
Estrildidae,Amandava subflava,2.7,Estrildidae,Amandava,sabflava
Estrildidae,Clytospiza monteiri,3.7,Estrildidae,Clytospiza,monteiri
Estrildidae,Cryptospiza reichenovii,3.3,Estrildidae,Cryptospiza,reichenovii
Estrildidae,Emblema pictum,3.1,Estrildidae,Emblema,picta
Estrildidae,Erythrura cyaneovirens,3.1,Estrildidae,Erythrura,cyaneovirens
Estrildidae,Erythrura gouldiae,2.8,Estrildidae,Chloebia,gouldiae
Estrildidae,Erythrura papuana,4,Estrildidae,Erythrura,papuana
Estrildidae,Erythrura prasina,3.3,Estrildidae,Erythrura,prasina
Estrildidae,Erythrura psittacea,3.2,Estrildidae,Erythrura,psittacea
Estrildidae,Erythrura trichroa,3.3,Estrildidae,Erythrura,trichroa
Estrildidae,Estrilda astrild,2.5,Estrildidae,Estrilda,astrild
Estrildidae,Estrilda atricapilla,2.7,Estrildidae,Estrilda,atricapilla
Estrildidae,Estrilda caerulescens,3,Estrildidae,Estrilda,caerulescens
Estrildidae,Estrilda melpoda,2.5,Estrildidae,Estrilda,melpoda
Estrildidae,Estrilda quartinia,2.65,Estrildidae,Estrilda,melanotis
Estrildidae,Estrilda rhodopyga,2.6,Estrildidae,Estrilda,rhodopyga
Estrildidae,Estrilda rufibarba,3.2,Estrildidae,Estrilda,rufibarba
Estrildidae,Heteromunia pectoralis,3.3,Estrildidae,Lonchura,pectoralis
Estrildidae,Hypargos niveoguttatus,3.8,Estrildidae,Hypargos,niveoguttatus
Estrildidae,Lagonosticta rara,2.9,Estrildidae,Lagonosticta,rara
Estrildidae,Lagonosticta rubricata,3.2,Estrildidae,Lagonosticta,rubricata
Estrildidae,Lagonosticta senegala,3,Estrildidae,Lagonosticta,senegala
Estrildidae,Lonchura bicolor,2.75,Estrildidae,Lonchura,bicolor
Estrildidae,Lonchura caniceps,3.1,Estrildidae,Lonchura,caniceps
Estrildidae,Lonchura cantans,2.8,Estrildidae,Lonchura,malabarica
Estrildidae,Lonchura castaneothorax,3.1,Estrildidae,Lonchura,castaneothorax
Estrildidae,Lonchura fringilloides,3.3,Estrildidae,Lonchura,fringilloides
Estrildidae,Lonchura hunsteini,3,Estrildidae,Lonchura,hunsteini
Estrildidae,Lonchura leucogastroides,3.2,Estrildidae,Lonchura,leucogastroides
Estrildidae,Lonchura maja,3.2,Estrildidae,Lonchura,maja
Estrildidae,Lonchura nana,2.6,Estrildidae,Lonchura,nana
Estrildidae,Lonchura punctulata,2.8,Estrildidae,Lonchura,punctulata
Estrildidae,Lonchura quinticolor,3.5,Estrildidae,Lonchura,quinticolor
Estrildidae,Lonchura striata,2.8,Estrildidae,Lonchura,striata
Estrildidae,Lonchura tristissima,2.8,Estrildidae,Lonchura,tristissima
Estrildidae,Mandingoa nitidula,3.5,Estrildidae,Mandingoa,nitidula
Estrildidae,Neochmia modesta,2.8,Estrildidae,Aidemosyne,modesta
Estrildidae,Neochmia phaeton,3.3,Estrildidae,Neochmia,phaeton
Estrildidae,Neochmia ruficauda,3.2,Estrildidae,Neochmia,ruficauda
Estrildidae,Neochmia temporalis,2.7,Estrildidae,Aegintha,temporalis
Estrildidae,Nigrita bicolor,3.3,Estrildidae,Nigrita,bicolor
Estrildidae,Nigrita canicapillus,3.8,Estrildidae,Nigrita,canicapilla
Estrildidae,Oreostruthus fuliginosus,3.6,Estrildidae,Oreostruthus,fuliginosus
Estrildidae,Ortygospiza atricollis,2.9,Estrildidae,Ortygospiza,atricollis
Estrildidae,Padda oryzivora,3.7,Estrildidae,Padda,oryzivora
Estrildidae,Parmoptila woodhousei,3.3,Estrildidae,Parmoptila,woodhousei
Estrildidae,Poephila acuticauda,3.5,Estrildidae,Poephila,acuticauda
Estrildidae,Poephila cincta,3.3,Estrildidae,Poephila,cincta
Estrildidae,Pyrenestes ostrinus,4,Estrildidae,Pyrenestes,osteinus
Estrildidae,Pyrenestes sanguineus,4.3,Estrildidae,Pyrenestes,sanguineus
Estrildidae,Pytilia melba,3.45,Estrildidae,Pytilia,melba
Estrildidae,Pytilia phoenicoptera,3.2,Estrildidae,Pytilia,Phoenicoptera
Estrildidae,Spermophaga haematina,4.35,Estrildidae,Pyrenestes,haematina
Estrildidae,Stagonopleura guttata,3.4,Estrildidae,Emblema,guttata
Estrildidae,Taeniopygia bichenovii,2.9,Estrildidae,Poephila,bichenovii
Estrildidae,Taeniopygia guttata,2.8499999999999996,Estrildidae,Poephila,guttata
Estrildidae,Uraeginthus bengalus,3.7,Estrildidae,Uraeginthus,bengalus
Estrildidae,Uraeginthus cyanocephalus,3.4,Estrildidae,Uraeginthus,cyanocephala
Estrildidae,Uraeginthus ianthinogaster,3.2,Estrildidae,Uraeginthus,ianthinogaster
Eupetidae,Psophodes cristatus,4.3,Muscicapidae,Sphenostoma,cristatum
Eupetidae,Psophodes olivaceus,5.6,Muscicapidae,Psophodes,olivaceus
Eupetidae,Ptilorrhoa caerulescens,4.65,Muscicapidae,Ptilorrhoa,caerulcens
Eupetidae,Ptilorrhoa castanonota,6,Muscicapidae,Ptilorrhoa,castanonota
Eupetidae,Ptilorrhoa leucosticta,5.7,Muscicapidae,Ptilorrhoa,leucosticta
Eurylaimidae,Calyptomena viridis,7.125,Eurylaimidae,Calyptomena,viridis
Eurylaimidae,Calyptomena whiteheadi,7.7,Eurylaimidae,Calyptomena,whiteheadi
Eurylaimidae,Corydon sumatranus,8.4,Eurylaimidae,Smithornis,sumatranus
Eurylaimidae,Cymbirhynchus macrorhynchos,6.8,Eurylaimidae,Cymbirhynchus,macrorhynchos
Eurylaimidae,Eurylaimus javanicus,8.2,Eurylaimidae,Eurylaimus,javanicus
Eurylaimidae,Eurylaimus ochromalus,7.1,Eurylaimidae,Eurylaimus,ochromalus
Eurylaimidae,Eurylaimus steerii,6,Eurylaimidae,Eurylaimus,steerii
Eurylaimidae,Psarisomus dalhousiae,6.5,Eurylaimidae,Psarisomus,dalhousiae
Eurylaimidae,Serilophus lunatus,6.6,Eurylaimidae,Serilophus,lunatus
Eurylaimidae,Smithornis capensis,6,Eurylaimidae,Smithornis,capensis
Eurylaimidae,Smithornis rufolateralis,5.65,Eurylaimidae,Smithornis,rufolateralis
Eurypygidae,Eurypyga helias,8.333333333333334,Eurypygidae,Eurypyga,helias
Falconidae,Caracara plancus,9.8,Falconidae,Polyborus,plancus
Falconidae,Daptrius ater,9,Falconidae,Dapirius,ater
Falconidae,Falco berigora,10.8,Falconidae,Falco,berigora
Falconidae,Falco biarmicus,10,Falconidae,Falco,biarmicus
Falconidae,Falco cenchroides,8,Falconidae,Falco,cenchroides
Falconidae,Falco chicquera,8,Falconidae,Falco,chicquera
Falconidae,Falco columbarius,7.3,Falconidae,Falco,columbarius
Falconidae,Falco deiroleucus,9,Falconidae,Falco,beiroleucus
Falconidae,Falco eleonorae,9.2,Falconidae,Falco,eleonorae
Falconidae,Falco femoralis,9.6,Falconidae,Falco,femoralis
Falconidae,Falco longipennis,8.7,Falconidae,Falco,longipennis
Falconidae,Falco naumanni,6.8,Falconidae,Falco,naumanni
Falconidae,Falco newtoni,7.1,Falconidae,Falco,newicni
Falconidae,Falco novaeseelandiae,10.9,Falconidae,Falco,novaezeelandiae
Falconidae,Falco peregrinus,10.25,Falconidae,Falco,peregrinus
Falconidae,Falco rufigularis,9.6,Falconidae,Falco,rufigularis
Falconidae,Falco rusticolus,12.2,Falconidae,Falco,rusticolus
Falconidae,Falco sparverius,6.677777777777778,Falconidae,Falco,sparverius
Falconidae,Falco subbuteo,8.9,Falconidae,Falco,subbuteo
Falconidae,Falco tinnunculus,8.8,Falconidae,Falco,tinnunculus
Falconidae,Falco vespertinus,7.5,Falconidae,Falco,vespertinus
Falconidae,Herpetotheres cachinnans,11.55,Falconidae,Herpetotheres,cachinnans
Falconidae,Ibycter americanus,11.2,Falconidae,Dapirius,americanus
Falconidae,Micrastur gilvicollis,10.6,Falconidae,Micrastur,gilvicalis
Falconidae,Micrastur ruficollis,8.4,Falconidae,Micrastur,ruficollis
Falconidae,Microhierax caerulescens,5.533333333333333,Falconidae,Microhierax,caerulescens
Falconidae,Microhierax erythrogenys,5.45,Falconidae,Microhierax,erythrogonys
Falconidae,Microhierax fringillarius,5.5,Falconidae,Microhierax,fringillarius
Falconidae,Microhierax melanoleucos,6.8,Falconidae,Microhierax,melanollucus
Falconidae,Milvago chimachima,8.55,Falconidae,Milvago,chimachima
Falconidae,Phalcoboenus albogularis,9.8,Falconidae,Thalcopuenus,aerogularis
Falconidae,Phalcoboenus australis,9.1,Falconidae,Thalcopuenus,australis
Falconidae,Phalcoboenus megalopterus,10.3,Falconidae,Thalcopuenus,megalopterus
Falconidae,Polihierax insignis,7.3,Falconidae,Polihierax,insignis
Falconidae,Polihierax semitorquatus,6.3,Falconidae,Polihierax,semitorquatus
Falconidae,Polihierax sp,5.8,Falconidae,Polihierax,sp
Falcunculidae,Falcunculus frontatus,4.550000000000001,Muscicapidae,Falcunulus,frontatus
Formicariidae,Chamaeza campanisona,6.8,Formicariidae,Chamaeza,campanisoma
Formicariidae,Formicarius analis,6.6,Formicariidae,Formicarius,analis
Formicariidae,Formicarius colma,5.7,Formicariidae,Formicarius,colma
Formicariidae,Formicarius rufipectus,6.5,Formicariidae,Formicarius,rufipectus
Formicariidae,Grallaria griseonucha,6.4,Formicariidae,Grallaria,griseonucha
Formicariidae,Grallaria haplonota,7.7,Formicariidae,Grallaria,haplonota
Formicariidae,Grallaria ruficapilla,6.7,Formicariidae,Grallaria,ruficapilla
Formicariidae,Grallaria rufula,5.5,Formicariidae,Grallaria,rufula
Formicariidae,Grallaria varia,8.2,Formicariidae,Grallaria,varia
Formicariidae,Grallaricula ferrugineipectus,4.9,Formicariidae,Grallaricula,ferrugineipectus
Formicariidae,Grallaricula nana,5.2,Formicariidae,Grallaricula,nana
Formicariidae,Hylopezus perspicillatus,6.1,Formicariidae,Hylopezus,perspicillatus
Formicariidae,Myrmothera campanisona,6.3,Formicariidae,Myrmothera,campanisoma
Formicariidae,Myrmothera simplex,5.8,Formicariidae,Myrmothera,simplex
Fregatidae,Fregata aquila,10.3,Fregatidae,Fregata,aquila
Fregatidae,Fregata ariel,10.3,Fregatidae,Fregata,ariel
Fregatidae,Fregata magnificens,10.2,Fregatidae,Fregata,magnificens
Fregatidae,Fregata minor,10.350000000000001,Fregatidae,Fregata,minor
Fringillidae,Bucanetes githagineus,3.6,Fringillidae,Rhodopechys,githaginea
Fringillidae,Carduelis carduelis,3.1,Fringillidae,Carduelis,Carduelis
Fringillidae,Carduelis chloris,4.1,Fringillidae,Carduelis,chloris
Fringillidae,Carduelis flammea,3,Fringillidae,Acanthis ,flammea
Fringillidae,Carduelis magellanica,3.3,Fringillidae,Carduelis,magellanica
Fringillidae,Carduelis psaltria,2.6,Fringillidae,Carduelis,psaltria
Fringillidae,Carduelis tristis,3,Fringillidae,Carduelis,tristis
Fringillidae,Carpodacus erythrinus,3.9,Fringillidae,Carpodacus,erythrinus
Fringillidae,Carpodacus mexicanus,3.6,Fringillidae,Carpodacus,mexicanus
Fringillidae,Carpodacus nipalensis,3.85,Fringillidae,Carpodacus,nipalensis
Fringillidae,Carpodacus pulcherrimus,3.9,Fringillidae,Carpodacus,pulcherrimus
Fringillidae,Carpodacus purpureus,4,Fringillidae,Carpodacus,purpureus
Fringillidae,Carpodacus rodochroa,4.05,Fringillidae,Carpodacus,rhodochrous
Fringillidae,Carpodacus rodochroa,4.05,Fringillidae,Carpodacus,rhodopeplus
Fringillidae,Coccothraustes coccothraustes,5.1,Fringillidae,Coccothraustes,Coccthraustes
Fringillidae,Coccothraustes vespertinus,4.8,Fringillidae,Coccothraustes,vespertinus
Fringillidae,Eophona personata,4.9,Fringillidae,Coccothraustes,personatus
Fringillidae,Fringilla coelebs,3.9,Fringillidae,Fringilla,coelebes
Fringillidae,Fringilla montifringilla,4,Fringillidae,Fringilla,montifringilla
Fringillidae,Fringilla teydea,5,Fringillidae,Fringilla,teydea
Fringillidae,Hemignathus lucidus,3.2,Drepanididae,Hemignathus,lucidus
Fringillidae,Hemignathus munroi,4.1,Drepanididae,Hemignathus,wilsoni
Fringillidae,Hemignathus parvus,3.4,Drepanididae,Loxops,parva
Fringillidae,Hemignathus virens,3.2,Drepanididae,Loxops,virens
Fringillidae,Himatione sanguinea,3.3333333333333335,Drepanididae,Himatione,sanguinea
Fringillidae,Leucosticte nemoricola,3.4333333333333336,Fringillidae,Leucosticte,nemoricola
Fringillidae,Linurgus olivaceus,3.7,Fringillidae,Linurgus,olivaceus
Fringillidae,Loxia leucoptera,3.9,Fringillidae,Loxia,leucoptera
Fringillidae,Loxioides bailleui,4.7,Drepanididae,Psittirostra,hailleui
Fringillidae,Loxops coccineus,3.15,Drepanididae,Loxops,coccinea
Fringillidae,Melamprosops phaeosoma,3.5,Drepanididae,Melamprosops,phaeosoma
Fringillidae,Mycerobas affinis,5.6,Fringillidae,Coccothraustes,affinis
Fringillidae,Palmeria dolei,3.6,Drepanididae,Palmeria,dolei
Fringillidae,Paroreomyza maculata,3.5,Drepanididae,Loxops,maculata
Fringillidae,Pinicola enucleator,5,Fringillidae,Pinicola,enucleator
Fringillidae,Pseudonestor xanthophrys,3.4,Drepanididae,Pseudonestor,xanthophrys
Fringillidae,Psittirostra psittacea,4.4,Drepanididae,Psittirostra,psittacea
Fringillidae,Pyrrhoplectes epauletta,3.8,Fringillidae,Pyrehoplectes,epquletea
Fringillidae,Pyrrhula erythrocephala,3.9499999999999997,Fringillidae,Pyrrhula,erythrocephala
Fringillidae,Pyrrhula nipalensis,4.4,Fringillidae,Pyrrhula,nipalensis
Fringillidae,Rhynchostruthus socotranus,4.4,Fringillidae,Thynchostruthus,socotranhus
Fringillidae,Serinus canaria,3.1,Fringillidae,Serinus,canaria
Fringillidae,Serinus canicollis,2.8,Fringillidae,Serinus,canicollis
Fringillidae,Serinus gularis,3.6,Fringillidae,Serinus,gularis
Fringillidae,Serinus mozambicus,3.3,Fringillidae,Serinus,mozambicu
Fringillidae,Serinus serinus,2.8,Fringillidae,Serinus,serinus
Fringillidae,Serinus striolatus,3.7,Fringillidae,Serinus,striolatus
Fringillidae,Telespiza cantans,3.3,Drepanididae,Psittirostra,cantans
Fringillidae,Uragus sibiricus,3.6,Fringillidae,Uragus,sibiricus
Fringillidae,Vestiaria coccinea,3.6,Drepanididae,Vestiaria,coccinea
Furnariidae,Anabacerthia amaurotis,4,Furnariidae,Philydor,amaurotis
Furnariidae,Anabacerthia striaticollis,4.2,Furnariidae,Philydor,striaticollis
Furnariidae,Anabazenops fuscus,4.1,Furnariidae,Philydor,fuscus
Furnariidae,Anumbius annumbi,4.65,Furnariidae,Anumbius,annumbi
Furnariidae,Aphrastura spinicauda,3.8,Furnariidae,Aphrastura,spinicauda
Furnariidae,Asthenes modesta,3.6,Furnariidae,Thripophaga,modesta
Furnariidae,Asthenes patagonica,4,Furnariidae,Thripophaga,patagonica
Furnariidae,Asthenes pyrrholeuca,3.4,Furnariidae,Thripophaga,pyrrholeuca
Furnariidae,Asthenes steinbachi,3.6,Furnariidae,Thripophaga,steinbachi
Furnariidae,Automolus infuscatus,5.1,Furnariidae,Automolus,infuscatus
Furnariidae,Automolus ochrolaemus,4.8,Furnariidae,Automolus,ochrolaemus
Furnariidae,Certhiaxis cinnamomeus,4.3,Furnariidae,Certhiaxis,cinnamomea
Furnariidae,Cinclodes antarcticus,4.5,Furnariidae,Cinclodes,antarcticus
Furnariidae,Cinclodes fuscus,4.4,Furnariidae,Cinclodes,fuscus
Furnariidae,Cinclodes nigrofumosus,4.8,Furnariidae,Cinclodes,nigrofumosus
Furnariidae,Cinclodes oustaleti,4.2,Furnariidae,Cinclodes,oustaleti
Furnariidae,Coryphistera alaudina,4.3,Furnariidae,Coryphistera,alaudina
Furnariidae,Cranioleuca pyrrhophia,3.4,Furnariidae,Certhiaxis,pyrrhophia
Furnariidae,Cranioleuca vulpina,3.7,Furnariidae,Certhiaxis,vulpina
Furnariidae,Furnarius leucopus,5.1,Furnariidae,Furnarius,leucopus
Furnariidae,Furnarius minor,4.5,Furnariidae,Furnarius,minor
Furnariidae,Furnarius rufus,3.82,Furnariidae,Furnarius,rufus
Furnariidae,Geositta cunicularia,4.2,Furnariidae,Geositta,cunicularia
Furnariidae,Geositta isabellina,4.5,Furnariidae,Geositta,isabellina
Furnariidae,Geositta maritima,3.6,Furnariidae,Geositta,maritima
Furnariidae,Geositta tenuirostris,4.3,Furnariidae,Geositta,tenuirostris
Furnariidae,Heliobletus contaminatus,4.1,Furnariidae,Xenops,contaminatus
Furnariidae,Hyloctistes subulatus,4.6,Furnariidae,Philydor,subulatus
Furnariidae,Leptasthenura aegithaloides,3.3,Furnariidae,Leptasthenura,aegithaloides
Furnariidae,Leptasthenura andicola,3.2,Furnariidae,Leptasthenura,andicola
Furnariidae,Leptasthenura platensis,3.1,Furnariidae,Leptasthenura,platensis
Furnariidae,Limnornis curvirostris,3.8,Furnariidae,Limnornis,curvirostris
Furnariidae,Lochmias nematura,4.4,Furnariidae,Lochmias,nematura
Furnariidae,Margarornis squamiger,3.1,Furnariidae,Margarornis,squamiger
Furnariidae,Megaxenops parnaguae,3.5,Furnariidae,Megaxenops,parnaguae
Furnariidae,Ochetorhynchus phoenicurus,4.1,Furnariidae,Eremobius,phoenicurus
Furnariidae,Ochetorhynchus ruficaudus,4,Furnariidae,Upucerthia,ruficauda
Furnariidae,Phacellodomus ruber,4.3,Furnariidae,Phacellodomus,ruber
Furnariidae,Phacellodomus sibilatrix,3.75,Furnariidae,Phacellodomus,sibilatrix
Furnariidae,Phacellodomus striaticollis,3.3,Furnariidae,Phacellodomus,striatocollis
Furnariidae,Philydor erythrocercum,4.2,Furnariidae,Philydor,erythrocercus
Furnariidae,Phleocryptes melanops,3.4,Furnariidae,Phleocryptes,melanops
Furnariidae,Premnoplex brunnescens,4.2,Furnariidae,Margarornis,brunnescens
Furnariidae,Pseudocolaptes boissonneautii,4.6,Furnariidae,Pseudocolaptes,boissonneautii
Furnariidae,Pseudocolaptes lawrencii,4.5,Furnariidae,Pseudocolaptes,lawrencii
Furnariidae,Pseudoseisura lophotes,5.050000000000001,Furnariidae,Pseudoseisura,lophotes
Furnariidae,Pygarrhichas albogularis,4.2,Furnariidae,Pygarrhichas,albogularis
Furnariidae,Schizoeaca fuliginosa,4.3,Furnariidae,Schizoeca,fuliginosa
Furnariidae,Schoeniophylax phryganophilus,4,Furnariidae,Synallaxis,phryganophila
Furnariidae,Sclerurus caudacutus,5.1,Furnariidae,Sclerurus,caudacutus
Furnariidae,Sclerurus guatemalensis,4.8,Furnariidae,Sclerurus,guatemalensis
Furnariidae,Sclerurus scansor,4.9,Furnariidae,Sclerurus,scansor
Furnariidae,Simoxenops ucayalae,4.6,Furnariidae,Philydor,ucayalae
Furnariidae,Spartonoica maluroides,3.1,Furnariidae,Spartonoica,maluroides
Furnariidae,Sylviorthorhynchus desmursii,4,Furnariidae,Sylviorthorhynchus,desmursii
Furnariidae,Synallaxis albescens,3.8,Furnariidae,Synallaxis,albescens
Furnariidae,Synallaxis brachyura,3.8,Furnariidae,Synallaxis,brachyura
Furnariidae,Synallaxis cinnamomea,4,Furnariidae,Synallaxis,cinnamomea
Furnariidae,Synallaxis erythrothorax,4.1,Furnariidae,Synallaxis,erythrothorax
Furnariidae,Synallaxis frontalis,3.8,Furnariidae,Synallaxis,frontalis
Furnariidae,Synallaxis gujanensis,4,Furnariidae,Synallaxis,gujanensis
Furnariidae,Synallaxis stictothorax,3.5,Furnariidae,Synallaxis,stictothorax
Furnariidae,Synallaxis unirufa,4.066666666666666,Furnariidae,Synallaxis,unirufa
Furnariidae,Tarphonomus certhioides,3.7,Furnariidae,Upucerthia,certhioides
Furnariidae,Upucerthia dumetaria,4.8,Furnariidae,Upucerthia,dumetaria
Furnariidae,Xenops minutus,3.25,Furnariidae,Xenops,minutus
Furnariidae,Xenops minutus,3.25,Furnariidae,Xenops,rutilans
Galbulidae,Brachygalba lugubris,4.4,Galbulidae,Brachygalba,lugubris
Galbulidae,Galbalcyrhynchus leucotis,5.2,Galbulidae,Galbalcyrhynchus,leucotis
Galbulidae,Galbula albirostris,6.1,Galbulidae,Galbula,albirostris
Galbulidae,Galbula cyanescens,5.35,Galbulidae,Galbula,cyanescens
Galbulidae,Galbula dea,5.3,Galbulidae,Galbula,dea
Galbulidae,Galbula galbula,5.1,Galbulidae,Galbula,galbula
Galbulidae,Galbula leucogastra,5.3,Galbulidae,Galbula,leucogastra
Galbulidae,Galbula ruficauda,5.4,Galbulidae,Galbula,ruficauda
Galbulidae,Jacamaralcyon tridactyla,4.8,Galbulidae,Jacamaralcyon,tridactyla
Galbulidae,Jacamerops aureus,7.1,Galbulidae,Jacamerops,aurea
Gaviidae,Gavia immer,12.233333333333333,Gaviidae,Gavia,immer
Gaviidae,Gavia stellata,9.8,Gaviidae,Gavia,stellata
Glareolidae,Cursorius coromandelicus,5.7,Glareolidae,Cursorius,coromandelicus
Glareolidae,Cursorius cursor,7.2,Glareolidae,Cursorius,cursor
Glareolidae,Cursorius temminckii,5.8,Glareolidae,Cursorius,temminckii
Glareolidae,Glareola lactea,6.45,Glareolidae,Glareola,lactea
Glareolidae,Glareola maldivarum,8,Glareolidae,Glareola,maldivarus
Glareolidae,Glareola nuchalis,5.8,Glareolidae,Glareola,nuchalis
Glareolidae,Glareola pratincola,7.4,Glareolidae,Glareola,pratincola
Glareolidae,Pluvianus aegyptius,6.3,Glareolidae,Pluvianus,aegyptius
Glareolidae,Rhinoptilus africanus,7.45,Glareolidae,Rhinoptilus,africansus
Glareolidae,Rhinoptilus chalcopterus,8.850000000000001,Glareolidae,Rhinoptilus,chalcopterus
Glareolidae,Rhinoptilus cinctus,9.125,Glareolidae,Rhinoptilus,cinctus
Glareolidae,Stiltia isabella,5.95,Glareolidae,Stiltia,isabella
Gruidae,Balearica pavonina,10.433333333333334,Gruidae,Ballarica,pavonima
Gruidae,Balearica regulorum,9.6,Gruidae,Ballarica,rugulorum
Gruidae,Grus antigone,13.65,Gruidae,Grus,antigone
Gruidae,Grus canadensis,8.7,Gruidae,Grus,canadensis
Gruidae,Grus grus,12,Gruidae,Grus,grus
Gruidae,Grus japonensis,12.5,Gruidae,Grus,japonensis
Gruidae,Grus paradisea,11.8,Gruidae,Anteropoides,paradisea
Gruidae,Grus virgo,10.45,Gruidae,Anteropoides,virgo
Haematopodidae,Haematopus ater,8.600000000000001,Haematopodidae,Haematopus,ater
Haematopodidae,Haematopus bachmani,7.5,Haematopodidae,Haematopus,pachnani
Haematopodidae,Haematopus leucopodus,8.05,Haematopodidae,Haematopus,leucopodus
Haematopodidae,Haematopus ostralegus,8.733333333333333,Haematopodidae,Haematopus,ostealesus
Heliornithidae,Heliopais personatus,7.1,Heliornithidae,Heliopais,personata
Heliornithidae,Heliornis fulica,5.666666666666667,Heliornithidae,Heliornis,fulica
Heliornithidae,Podica senegalensis,7.533333333333333,Heliornithidae,Podica,senegalensis
Hemiprocnidae,Hemiprocne comata,5.35,Apodidae,Hemiprocne,comata
Hemiprocnidae,Hemiprocne longipennis,5.6,Apodidae,Hemiprocne,longipennis
Hemiprocnidae,Hemiprocne mystacea,7.6,Apodidae,Hemiprocne,mystacea
Hirundinidae,Alopochelidon fucata,3.9,Hirundinidae,Alopochelidon,fucata
Hirundinidae,Atticora fasciata,3.6,Hirundinidae,Atticora,fasciata
Hirundinidae,Cheramoeca leucosterna,4,Hirundinidae,Cheramoeca,leucosternum
Hirundinidae,Delichon urbicum,4.5,Hirundinidae,Delichon,urbica
Hirundinidae,Eurochelidon sirintarae,5.8,Hirundinidae,Pseudochelidon,sirintarae
Hirundinidae,Hirundo abyssinica,4,Hirundinidae,Cecropis,abyssinica
Hirundinidae,Hirundo aethiopica,4,Hirundinidae,Hirundo,aethiopica
Hirundinidae,Hirundo ariel,4,Hirundinidae,Petrochelidon,ariel
Hirundinidae,Hirundo fuligula,4.5,Hirundinidae,Ptyonoprogne,obsoleta
Hirundinidae,Hirundo nigricans,4.2,Hirundinidae,Petrochelidon,nigricans
Hirundinidae,Hirundo nigrita,4,Hirundinidae,Hirundo,nigrita
Hirundinidae,Hirundo preussi,3.75,Hirundinidae,Petrochelidon,preussi
Hirundinidae,Hirundo rupestris,4.5,Hirundinidae,Ptyonoprogne,rupestris
Hirundinidae,Hirundo rustica,4.3999999999999995,Hirundinidae,Hirundo,rustica
Hirundinidae,Hirundo semirufa,4.6,Hirundinidae,Cecropis,semirufa
Hirundinidae,Hirundo senegalensis,4.6,Hirundinidae,Cecropis,senegalensis
Hirundinidae,Hirundo striolata,4.8,Hirundinidae,Cecropis,striolata
Hirundinidae,Hirundo tahitica,4.15,Hirundinidae,Hirundo,tahitica
Hirundinidae,Neochelidon tibialis,3.7,Hirundinidae,Neochelidon,tibialis
Hirundinidae,Notiochelidon murina,3.4,Hirundinidae,Notiochelidon,murina
Hirundinidae,Petrochelidon pyrrhonota,4.2,Hirundinidae,Petrochelidon,pyrrhonota
Hirundinidae,Progne dominicensis,5.7,Hirundinidae,Progne,dominicensis
Hirundinidae,Progne modesta,5,Hirundinidae,Progne,modesta
Hirundinidae,Progne subis,5.65,Hirundinidae,Progne,subis
